Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value,Mean Disparity Value (Focus Group),region
2017,New Jersey,Age,Age 18-24,9.2,Age 25-44,17.3,0.5,0.766666666666667,Northeast
2017,New Jersey,Age,Age 18-24,9.2,Age 45-64,15.3,0.6,0.766666666666667,Northeast
2017,New Jersey,Age,Age 18-24,9.2,Age 65 or older,8,1.2,0.766666666666667,Northeast
2017,New Jersey,Age,Age 25-44,17.3,Age 18-24,9.2,1.9,1.73333333333333,Northeast
2017,New Jersey,Age,Age 25-44,17.3,Age 45-64,15.3,1.1,1.73333333333333,Northeast
2017,New Jersey,Age,Age 25-44,17.3,Age 65 or older,8,2.2,1.73333333333333,Northeast
2017,New Jersey,Age,Age 45-64,15.3,Age 18-24,9.2,1.7,1.5,Northeast
2017,New Jersey,Age,Age 45-64,15.3,Age 25-44,17.3,0.9,1.5,Northeast
2017,New Jersey,Age,Age 45-64,15.3,Age 65 or older,8,1.9,1.5,Northeast
2017,New Jersey,Age,Age 65 or older,8,Age 18-24,9.2,0.9,0.633333333333333,Northeast
2017,New Jersey,Age,Age 65 or older,8,Age 25-44,17.3,0.5,0.633333333333333,Northeast
2017,New Jersey,Age,Age 65 or older,8,Age 45-64,15.3,0.5,0.633333333333333,Northeast
2017,New Mexico,Age,Age 18-24,13.8,Age 25-44,21.7,0.6,0.833333333333333,West
2017,New Mexico,Age,Age 18-24,13.8,Age 45-64,19.1,0.7,0.833333333333333,West
2017,New Mexico,Age,Age 18-24,13.8,Age 65 or older,11.1,1.2,0.833333333333333,West
2017,New Mexico,Age,Age 25-44,21.7,Age 18-24,13.8,1.6,1.56666666666667,West
2017,New Mexico,Age,Age 25-44,21.7,Age 45-64,19.1,1.1,1.56666666666667,West
2017,New Mexico,Age,Age 25-44,21.7,Age 65 or older,11.1,2,1.56666666666667,West
2017,New Mexico,Age,Age 45-64,19.1,Age 18-24,13.8,1.4,1.33333333333333,West
2017,New Mexico,Age,Age 45-64,19.1,Age 25-44,21.7,0.9,1.33333333333333,West
2017,New Mexico,Age,Age 45-64,19.1,Age 65 or older,11.1,1.7,1.33333333333333,West
2017,New Mexico,Age,Age 65 or older,11.1,Age 18-24,13.8,0.8,0.633333333333333,West
2017,New Mexico,Age,Age 65 or older,11.1,Age 25-44,21.7,0.5,0.633333333333333,West
2017,New Mexico,Age,Age 65 or older,11.1,Age 45-64,19.1,0.6,0.633333333333333,West
2017,New York,Age,Age 18-24,11.4,Age 25-44,16.4,0.7,0.933333333333333,Northeast
2017,New York,Age,Age 18-24,11.4,Age 45-64,16.3,0.7,0.933333333333333,Northeast
2017,New York,Age,Age 18-24,11.4,Age 65 or older,8.2,1.4,0.933333333333333,Northeast
2017,New York,Age,Age 25-44,16.4,Age 18-24,11.4,1.4,1.46666666666667,Northeast
2017,New York,Age,Age 25-44,16.4,Age 45-64,16.3,1,1.46666666666667,Northeast
2017,New York,Age,Age 25-44,16.4,Age 65 or older,8.2,2,1.46666666666667,Northeast
2017,New York,Age,Age 45-64,16.3,Age 18-24,11.4,1.4,1.46666666666667,Northeast
2017,New York,Age,Age 45-64,16.3,Age 25-44,16.4,1,1.46666666666667,Northeast
2017,New York,Age,Age 45-64,16.3,Age 65 or older,8.2,2,1.46666666666667,Northeast
2017,New York,Age,Age 65 or older,8.2,Age 18-24,11.4,0.7,0.566666666666667,Northeast
2017,New York,Age,Age 65 or older,8.2,Age 25-44,16.4,0.5,0.566666666666667,Northeast
2017,New York,Age,Age 65 or older,8.2,Age 45-64,16.3,0.5,0.566666666666667,Northeast
2017,North Carolina,Age,Age 18-24,15.8,Age 25-44,19.4,0.8,1,South
2017,North Carolina,Age,Age 18-24,15.8,Age 45-64,19,0.8,1,South
2017,North Carolina,Age,Age 18-24,15.8,Age 65 or older,11.6,1.4,1,South
2017,North Carolina,Age,Age 25-44,19.4,Age 18-24,15.8,1.2,1.3,South
2017,North Carolina,Age,Age 25-44,19.4,Age 45-64,19,1,1.3,South
2017,North Carolina,Age,Age 25-44,19.4,Age 65 or older,11.6,1.7,1.3,South
2017,North Carolina,Age,Age 45-64,19,Age 18-24,15.8,1.2,1.26666666666667,South
2017,North Carolina,Age,Age 45-64,19,Age 25-44,19.4,1,1.26666666666667,South
2017,North Carolina,Age,Age 45-64,19,Age 65 or older,11.6,1.6,1.26666666666667,South
2017,North Carolina,Age,Age 65 or older,11.6,Age 18-24,15.8,0.7,0.633333333333333,South
2017,North Carolina,Age,Age 65 or older,11.6,Age 25-44,19.4,0.6,0.633333333333333,South
2017,North Carolina,Age,Age 65 or older,11.6,Age 45-64,19,0.6,0.633333333333333,South
2017,North Dakota,Age,Age 18-24,13.1,Age 25-44,22.8,0.6,0.8,Midwest
2017,North Dakota,Age,Age 18-24,13.1,Age 45-64,20.9,0.6,0.8,Midwest
2017,North Dakota,Age,Age 18-24,13.1,Age 65 or older,10.5,1.2,0.8,Midwest
2017,North Dakota,Age,Age 25-44,22.8,Age 18-24,13.1,1.7,1.66666666666667,Midwest
2017,North Dakota,Age,Age 25-44,22.8,Age 45-64,20.9,1.1,1.66666666666667,Midwest
2017,North Dakota,Age,Age 25-44,22.8,Age 65 or older,10.5,2.2,1.66666666666667,Midwest
2017,North Dakota,Age,Age 45-64,20.9,Age 18-24,13.1,1.6,1.5,Midwest
2017,North Dakota,Age,Age 45-64,20.9,Age 25-44,22.8,0.9,1.5,Midwest
2017,North Dakota,Age,Age 45-64,20.9,Age 65 or older,10.5,2,1.5,Midwest
2017,North Dakota,Age,Age 65 or older,10.5,Age 18-24,13.1,0.8,0.6,Midwest
2017,North Dakota,Age,Age 65 or older,10.5,Age 25-44,22.8,0.5,0.6,Midwest
2017,North Dakota,Age,Age 65 or older,10.5,Age 45-64,20.9,0.5,0.6,Midwest
2017,Ohio,Age,Age 18-24,16.6,Age 25-44,27.6,0.6,0.933333333333333,Midwest
2017,Ohio,Age,Age 18-24,16.6,Age 45-64,23.2,0.7,0.933333333333333,Midwest
2017,Ohio,Age,Age 18-24,16.6,Age 65 or older,11.1,1.5,0.933333333333333,Midwest
2017,Ohio,Age,Age 25-44,27.6,Age 18-24,16.6,1.7,1.8,Midwest
2017,Ohio,Age,Age 25-44,27.6,Age 45-64,23.2,1.2,1.8,Midwest
2017,Ohio,Age,Age 25-44,27.6,Age 65 or older,11.1,2.5,1.8,Midwest
2017,Ohio,Age,Age 45-64,23.2,Age 18-24,16.6,1.4,1.43333333333333,Midwest
2017,Ohio,Age,Age 45-64,23.2,Age 25-44,27.6,0.8,1.43333333333333,Midwest
2017,Ohio,Age,Age 45-64,23.2,Age 65 or older,11.1,2.1,1.43333333333333,Midwest
2017,Ohio,Age,Age 65 or older,11.1,Age 18-24,16.6,0.7,0.533333333333333,Midwest
2017,Ohio,Age,Age 65 or older,11.1,Age 25-44,27.6,0.4,0.533333333333333,Midwest
2017,Ohio,Age,Age 65 or older,11.1,Age 45-64,23.2,0.5,0.533333333333333,Midwest
2017,Oklahoma,Age,Age 18-24,20.9,Age 25-44,25.3,0.8,1.3,South
2017,Oklahoma,Age,Age 18-24,20.9,Age 45-64,20.8,1,1.3,South
2017,Oklahoma,Age,Age 18-24,20.9,Age 65 or older,10.1,2.1,1.3,South
2017,Oklahoma,Age,Age 25-44,25.3,Age 18-24,20.9,1.2,1.63333333333333,South
2017,Oklahoma,Age,Age 25-44,25.3,Age 45-64,20.8,1.2,1.63333333333333,South
2017,Oklahoma,Age,Age 25-44,25.3,Age 65 or older,10.1,2.5,1.63333333333333,South
2017,Oklahoma,Age,Age 45-64,20.8,Age 18-24,20.9,1,1.3,South
2017,Oklahoma,Age,Age 45-64,20.8,Age 25-44,25.3,0.8,1.3,South
2017,Oklahoma,Age,Age 45-64,20.8,Age 65 or older,10.1,2.1,1.3,South
2017,Oklahoma,Age,Age 65 or older,10.1,Age 18-24,20.9,0.5,0.466666666666667,South
2017,Oklahoma,Age,Age 65 or older,10.1,Age 25-44,25.3,0.4,0.466666666666667,South
2017,Oklahoma,Age,Age 65 or older,10.1,Age 45-64,20.8,0.5,0.466666666666667,South
2017,Oregon,Age,Age 18-24,13,Age 25-44,19.8,0.7,1,West
2017,Oregon,Age,Age 18-24,13,Age 45-64,18.8,0.7,1,West
2017,Oregon,Age,Age 18-24,13,Age 65 or older,8.3,1.6,1,West
2017,Oregon,Age,Age 25-44,19.8,Age 18-24,13,1.5,1.66666666666667,West
2017,Oregon,Age,Age 25-44,19.8,Age 45-64,18.8,1.1,1.66666666666667,West
2017,Oregon,Age,Age 25-44,19.8,Age 65 or older,8.3,2.4,1.66666666666667,West
2017,Oregon,Age,Age 45-64,18.8,Age 18-24,13,1.4,1.53333333333333,West
2017,Oregon,Age,Age 45-64,18.8,Age 25-44,19.8,0.9,1.53333333333333,West
2017,Oregon,Age,Age 45-64,18.8,Age 65 or older,8.3,2.3,1.53333333333333,West
2017,Oregon,Age,Age 65 or older,8.3,Age 18-24,13,0.6,0.466666666666667,West
2017,Oregon,Age,Age 65 or older,8.3,Age 25-44,19.8,0.4,0.466666666666667,West
2017,Oregon,Age,Age 65 or older,8.3,Age 45-64,18.8,0.4,0.466666666666667,West
2017,Pennsylvania,Age,Age 18-24,15,Age 25-44,24.2,0.6,0.966666666666667,Northeast
2017,Pennsylvania,Age,Age 18-24,15,Age 45-64,21.2,0.7,0.966666666666667,Northeast
2017,Pennsylvania,Age,Age 18-24,15,Age 65 or older,9.6,1.6,0.966666666666667,Northeast
2017,Pennsylvania,Age,Age 25-44,24.2,Age 18-24,15,1.6,1.73333333333333,Northeast
2017,Pennsylvania,Age,Age 25-44,24.2,Age 45-64,21.2,1.1,1.73333333333333,Northeast
2017,Pennsylvania,Age,Age 25-44,24.2,Age 65 or older,9.6,2.5,1.73333333333333,Northeast
2017,Pennsylvania,Age,Age 45-64,21.2,Age 18-24,15,1.4,1.5,Northeast
2017,Pennsylvania,Age,Age 45-64,21.2,Age 25-44,24.2,0.9,1.5,Northeast
2017,Pennsylvania,Age,Age 45-64,21.2,Age 65 or older,9.6,2.2,1.5,Northeast
2017,Pennsylvania,Age,Age 65 or older,9.6,Age 18-24,15,0.6,0.5,Northeast
2017,Pennsylvania,Age,Age 65 or older,9.6,Age 25-44,24.2,0.4,0.5,Northeast
2017,Pennsylvania,Age,Age 65 or older,9.6,Age 45-64,21.2,0.5,0.5,Northeast
2017,Rhode Island,Age,Age 18-24,10.6,Age 25-44,19.8,0.5,0.833333333333333,Northeast
2017,Rhode Island,Age,Age 18-24,10.6,Age 45-64,16.7,0.6,0.833333333333333,Northeast
2017,Rhode Island,Age,Age 18-24,10.6,Age 65 or older,7.6,1.4,0.833333333333333,Northeast
2017,Rhode Island,Age,Age 25-44,19.8,Age 18-24,10.6,1.9,1.9,Northeast
2017,Rhode Island,Age,Age 25-44,19.8,Age 45-64,16.7,1.2,1.9,Northeast
2017,Rhode Island,Age,Age 25-44,19.8,Age 65 or older,7.6,2.6,1.9,Northeast
2017,Rhode Island,Age,Age 45-64,16.7,Age 18-24,10.6,1.6,1.53333333333333,Northeast
2017,Rhode Island,Age,Age 45-64,16.7,Age 25-44,19.8,0.8,1.53333333333333,Northeast
2017,Rhode Island,Age,Age 45-64,16.7,Age 65 or older,7.6,2.2,1.53333333333333,Northeast
2017,Rhode Island,Age,Age 65 or older,7.6,Age 18-24,10.6,0.7,0.533333333333333,Northeast
2017,Rhode Island,Age,Age 65 or older,7.6,Age 25-44,19.8,0.4,0.533333333333333,Northeast
2017,Rhode Island,Age,Age 65 or older,7.6,Age 45-64,16.7,0.5,0.533333333333333,Northeast
2017,South Carolina,Age,Age 18-24,13.6,Age 25-44,25,0.5,0.866666666666667,South
2017,South Carolina,Age,Age 18-24,13.6,Age 45-64,20.9,0.7,0.866666666666667,South
2017,South Carolina,Age,Age 18-24,13.6,Age 65 or older,9.7,1.4,0.866666666666667,South
2017,South Carolina,Age,Age 25-44,25,Age 18-24,13.6,1.8,1.86666666666667,South
2017,South Carolina,Age,Age 25-44,25,Age 45-64,20.9,1.2,1.86666666666667,South
2017,South Carolina,Age,Age 25-44,25,Age 65 or older,9.7,2.6,1.86666666666667,South
2017,South Carolina,Age,Age 45-64,20.9,Age 18-24,13.6,1.5,1.5,South
2017,South Carolina,Age,Age 45-64,20.9,Age 25-44,25,0.8,1.5,South
2017,South Carolina,Age,Age 45-64,20.9,Age 65 or older,9.7,2.2,1.5,South
2017,South Carolina,Age,Age 65 or older,9.7,Age 18-24,13.6,0.7,0.533333333333333,South
2017,South Carolina,Age,Age 65 or older,9.7,Age 25-44,25,0.4,0.533333333333333,South
2017,South Carolina,Age,Age 65 or older,9.7,Age 45-64,20.9,0.5,0.533333333333333,South
2017,South Dakota,Age,Age 18-24,14.6,Age 25-44,27.7,0.5,0.966666666666667,Midwest
2017,South Dakota,Age,Age 18-24,14.6,Age 45-64,20,0.7,0.966666666666667,Midwest
2017,South Dakota,Age,Age 18-24,14.6,Age 65 or older,8.4,1.7,0.966666666666667,Midwest
2017,South Dakota,Age,Age 25-44,27.7,Age 18-24,14.6,1.9,2.2,Midwest
2017,South Dakota,Age,Age 25-44,27.7,Age 45-64,20,1.4,2.2,Midwest
2017,South Dakota,Age,Age 25-44,27.7,Age 65 or older,8.4,3.3,2.2,Midwest
2017,South Dakota,Age,Age 45-64,20,Age 18-24,14.6,1.4,1.5,Midwest
2017,South Dakota,Age,Age 45-64,20,Age 25-44,27.7,0.7,1.5,Midwest
2017,South Dakota,Age,Age 45-64,20,Age 65 or older,8.4,2.4,1.5,Midwest
2017,South Dakota,Age,Age 65 or older,8.4,Age 18-24,14.6,0.6,0.433333333333333,Midwest
2017,South Dakota,Age,Age 65 or older,8.4,Age 25-44,27.7,0.3,0.433333333333333,Midwest
2017,South Dakota,Age,Age 65 or older,8.4,Age 45-64,20,0.4,0.433333333333333,Midwest
2017,Tennessee,Age,Age 18-24,18.9,Age 25-44,26.9,0.7,1,South
2017,Tennessee,Age,Age 18-24,18.9,Age 45-64,26.4,0.7,1,South
2017,Tennessee,Age,Age 18-24,18.9,Age 65 or older,12.1,1.6,1,South
2017,Tennessee,Age,Age 25-44,26.9,Age 18-24,18.9,1.4,1.53333333333333,South
2017,Tennessee,Age,Age 25-44,26.9,Age 45-64,26.4,1,1.53333333333333,South
2017,Tennessee,Age,Age 25-44,26.9,Age 65 or older,12.1,2.2,1.53333333333333,South
2017,Tennessee,Age,Age 45-64,26.4,Age 18-24,18.9,1.4,1.53333333333333,South
2017,Tennessee,Age,Age 45-64,26.4,Age 25-44,26.9,1,1.53333333333333,South
2017,Tennessee,Age,Age 45-64,26.4,Age 65 or older,12.1,2.2,1.53333333333333,South
2017,Tennessee,Age,Age 65 or older,12.1,Age 18-24,18.9,0.6,0.5,South
2017,Tennessee,Age,Age 65 or older,12.1,Age 25-44,26.9,0.4,0.5,South
2017,Tennessee,Age,Age 65 or older,12.1,Age 45-64,26.4,0.5,0.5,South
2017,Texas,Age,Age 18-24,12.7,Age 25-44,21.1,0.6,1.1,South
2017,Texas,Age,Age 18-24,12.7,Age 45-64,15.6,0.8,1.1,South
2017,Texas,Age,Age 18-24,12.7,Age 65 or older,6.7,1.9,1.1,South
2017,Texas,Age,Age 25-44,21.1,Age 18-24,12.7,1.7,2.06666666666667,South
2017,Texas,Age,Age 25-44,21.1,Age 45-64,15.6,1.4,2.06666666666667,South
2017,Texas,Age,Age 25-44,21.1,Age 65 or older,6.7,3.1,2.06666666666667,South
2017,Texas,Age,Age 45-64,15.6,Age 18-24,12.7,1.2,1.4,South
2017,Texas,Age,Age 45-64,15.6,Age 25-44,21.1,0.7,1.4,South
2017,Texas,Age,Age 45-64,15.6,Age 65 or older,6.7,2.3,1.4,South
2017,Texas,Age,Age 65 or older,6.7,Age 18-24,12.7,0.5,0.4,South
2017,Texas,Age,Age 65 or older,6.7,Age 25-44,21.1,0.3,0.4,South
2017,Texas,Age,Age 65 or older,6.7,Age 45-64,15.6,0.4,0.4,South
2017,Utah,Age,Age 18-24,7.7,Age 25-44,10.4,0.7,1,West
2017,Utah,Age,Age 18-24,7.7,Age 45-64,9.6,0.8,1,West
2017,Utah,Age,Age 18-24,7.7,Age 65 or older,5.1,1.5,1,West
2017,Utah,Age,Age 25-44,10.4,Age 18-24,7.7,1.4,1.5,West
2017,Utah,Age,Age 25-44,10.4,Age 45-64,9.6,1.1,1.5,West
2017,Utah,Age,Age 25-44,10.4,Age 65 or older,5.1,2,1.5,West
2017,Utah,Age,Age 45-64,9.6,Age 18-24,7.7,1.2,1.33333333333333,West
2017,Utah,Age,Age 45-64,9.6,Age 25-44,10.4,0.9,1.33333333333333,West
2017,Utah,Age,Age 45-64,9.6,Age 65 or older,5.1,1.9,1.33333333333333,West
2017,Utah,Age,Age 65 or older,5.1,Age 18-24,7.7,0.7,0.566666666666667,West
2017,Utah,Age,Age 65 or older,5.1,Age 25-44,10.4,0.5,0.566666666666667,West
2017,Utah,Age,Age 65 or older,5.1,Age 45-64,9.6,0.5,0.566666666666667,West
2017,Vermont,Age,Age 18-24,12.9,Age 25-44,23.9,0.5,0.966666666666667,Northeast
2017,Vermont,Age,Age 18-24,12.9,Age 45-64,15.6,0.8,0.966666666666667,Northeast
2017,Vermont,Age,Age 18-24,12.9,Age 65 or older,8.1,1.6,0.966666666666667,Northeast
2017,Vermont,Age,Age 25-44,23.9,Age 18-24,12.9,1.9,2.13333333333333,Northeast
2017,Vermont,Age,Age 25-44,23.9,Age 45-64,15.6,1.5,2.13333333333333,Northeast
2017,Vermont,Age,Age 25-44,23.9,Age 65 or older,8.1,3,2.13333333333333,Northeast
2017,Vermont,Age,Age 45-64,15.6,Age 18-24,12.9,1.2,1.26666666666667,Northeast
2017,Vermont,Age,Age 45-64,15.6,Age 25-44,23.9,0.7,1.26666666666667,Northeast
2017,Vermont,Age,Age 45-64,15.6,Age 65 or older,8.1,1.9,1.26666666666667,Northeast
2017,Vermont,Age,Age 65 or older,8.1,Age 18-24,12.9,0.6,0.466666666666667,Northeast
2017,Vermont,Age,Age 65 or older,8.1,Age 25-44,23.9,0.3,0.466666666666667,Northeast
2017,Vermont,Age,Age 65 or older,8.1,Age 45-64,15.6,0.5,0.466666666666667,Northeast
2017,Virginia,Age,Age 18-24,12.8,Age 25-44,20.3,0.6,0.933333333333333,South
2017,Virginia,Age,Age 18-24,12.8,Age 45-64,18.2,0.7,0.933333333333333,South
2017,Virginia,Age,Age 18-24,12.8,Age 65 or older,8.8,1.5,0.933333333333333,South
2017,Virginia,Age,Age 25-44,20.3,Age 18-24,12.8,1.6,1.66666666666667,South
2017,Virginia,Age,Age 25-44,20.3,Age 45-64,18.2,1.1,1.66666666666667,South
2017,Virginia,Age,Age 25-44,20.3,Age 65 or older,8.8,2.3,1.66666666666667,South
2017,Virginia,Age,Age 45-64,18.2,Age 18-24,12.8,1.4,1.46666666666667,South
2017,Virginia,Age,Age 45-64,18.2,Age 25-44,20.3,0.9,1.46666666666667,South
2017,Virginia,Age,Age 45-64,18.2,Age 65 or older,8.8,2.1,1.46666666666667,South
2017,Virginia,Age,Age 65 or older,8.8,Age 18-24,12.8,0.7,0.533333333333333,South
2017,Virginia,Age,Age 65 or older,8.8,Age 25-44,20.3,0.4,0.533333333333333,South
2017,Virginia,Age,Age 65 or older,8.8,Age 45-64,18.2,0.5,0.533333333333333,South
2017,Washington,Age,Age 18-24,9.9,Age 25-44,17.1,0.6,0.933333333333333,West
2017,Washington,Age,Age 18-24,9.9,Age 45-64,15.1,0.7,0.933333333333333,West
2017,Washington,Age,Age 18-24,9.9,Age 65 or older,6.7,1.5,0.933333333333333,West
2017,Washington,Age,Age 25-44,17.1,Age 18-24,9.9,1.7,1.8,West
2017,Washington,Age,Age 25-44,17.1,Age 45-64,15.1,1.1,1.8,West
2017,Washington,Age,Age 25-44,17.1,Age 65 or older,6.7,2.6,1.8,West
2017,Washington,Age,Age 45-64,15.1,Age 18-24,9.9,1.5,1.56666666666667,West
2017,Washington,Age,Age 45-64,15.1,Age 25-44,17.1,0.9,1.56666666666667,West
2017,Washington,Age,Age 45-64,15.1,Age 65 or older,6.7,2.3,1.56666666666667,West
2017,Washington,Age,Age 65 or older,6.7,Age 18-24,9.9,0.7,0.5,West
2017,Washington,Age,Age 65 or older,6.7,Age 25-44,17.1,0.4,0.5,West
2017,Washington,Age,Age 65 or older,6.7,Age 45-64,15.1,0.4,0.5,West
2017,West Virginia,Age,Age 18-24,28.6,Age 25-44,35.8,0.8,1.5,South
2017,West Virginia,Age,Age 18-24,28.6,Age 45-64,27.2,1.1,1.5,South
2017,West Virginia,Age,Age 18-24,28.6,Age 65 or older,11.2,2.6,1.5,South
2017,West Virginia,Age,Age 25-44,35.8,Age 18-24,28.6,1.3,1.93333333333333,South
2017,West Virginia,Age,Age 25-44,35.8,Age 45-64,27.2,1.3,1.93333333333333,South
2017,West Virginia,Age,Age 25-44,35.8,Age 65 or older,11.2,3.2,1.93333333333333,South
2017,West Virginia,Age,Age 45-64,27.2,Age 18-24,28.6,1,1.4,South
2017,West Virginia,Age,Age 45-64,27.2,Age 25-44,35.8,0.8,1.4,South
2017,West Virginia,Age,Age 45-64,27.2,Age 65 or older,11.2,2.4,1.4,South
2017,West Virginia,Age,Age 65 or older,11.2,Age 18-24,28.6,0.4,0.366666666666667,South
2017,West Virginia,Age,Age 65 or older,11.2,Age 25-44,35.8,0.3,0.366666666666667,South
2017,West Virginia,Age,Age 65 or older,11.2,Age 45-64,27.2,0.4,0.366666666666667,South
2017,Wisconsin,Age,Age 18-24,12.6,Age 25-44,20,0.6,0.966666666666667,Midwest
2017,Wisconsin,Age,Age 18-24,12.6,Age 45-64,18.7,0.7,0.966666666666667,Midwest
2017,Wisconsin,Age,Age 18-24,12.6,Age 65 or older,8,1.6,0.966666666666667,Midwest
2017,Wisconsin,Age,Age 25-44,20,Age 18-24,12.6,1.6,1.73333333333333,Midwest
2017,Wisconsin,Age,Age 25-44,20,Age 45-64,18.7,1.1,1.73333333333333,Midwest
2017,Wisconsin,Age,Age 25-44,20,Age 65 or older,8,2.5,1.73333333333333,Midwest
2017,Wisconsin,Age,Age 45-64,18.7,Age 18-24,12.6,1.5,1.56666666666667,Midwest
2017,Wisconsin,Age,Age 45-64,18.7,Age 25-44,20,0.9,1.56666666666667,Midwest
2017,Wisconsin,Age,Age 45-64,18.7,Age 65 or older,8,2.3,1.56666666666667,Midwest
2017,Wisconsin,Age,Age 65 or older,8,Age 18-24,12.6,0.6,0.466666666666667,Midwest
2017,Wisconsin,Age,Age 65 or older,8,Age 25-44,20,0.4,0.466666666666667,Midwest
2017,Wisconsin,Age,Age 65 or older,8,Age 45-64,18.7,0.4,0.466666666666667,Midwest
2017,Wyoming,Age,Age 18-24,21.1,Age 25-44,23.9,0.9,1.4,West
2017,Wyoming,Age,Age 18-24,21.1,Age 45-64,17.8,1.2,1.4,West
2017,Wyoming,Age,Age 18-24,21.1,Age 65 or older,10.1,2.1,1.4,West
2017,Wyoming,Age,Age 25-44,23.9,Age 18-24,21.1,1.1,1.6,West
2017,Wyoming,Age,Age 25-44,23.9,Age 45-64,17.8,1.3,1.6,West
2017,Wyoming,Age,Age 25-44,23.9,Age 65 or older,10.1,2.4,1.6,West
2017,Wyoming,Age,Age 45-64,17.8,Age 18-24,21.1,0.8,1.1,West
2017,Wyoming,Age,Age 45-64,17.8,Age 25-44,23.9,0.7,1.1,West
2017,Wyoming,Age,Age 45-64,17.8,Age 65 or older,10.1,1.8,1.1,West
2017,Wyoming,Age,Age 65 or older,10.1,Age 18-24,21.1,0.5,0.5,West
2017,Wyoming,Age,Age 65 or older,10.1,Age 25-44,23.9,0.4,0.5,West
2017,Wyoming,Age,Age 65 or older,10.1,Age 45-64,17.8,0.6,0.5,West
2018,Alabama,Age,Age 18-24,13.2,Age 25-44,24.9,0.5,0.833333333333333,South
2018,Alabama,Age,Age 18-24,13.2,Age 45-64,22.2,0.6,0.833333333333333,South
2018,Alabama,Age,Age 18-24,13.2,Age 65 or older,9.7,1.4,0.833333333333333,South
2018,Alabama,Age,Age 25-44,24.9,Age 18-24,13.2,1.9,1.86666666666667,South
2018,Alabama,Age,Age 25-44,24.9,Age 45-64,22.2,1.1,1.86666666666667,South
2018,Alabama,Age,Age 25-44,24.9,Age 65 or older,9.7,2.6,1.86666666666667,South
2018,Alabama,Age,Age 45-64,22.2,Age 18-24,13.2,1.7,1.63333333333333,South
2018,Alabama,Age,Age 45-64,22.2,Age 25-44,24.9,0.9,1.63333333333333,South
2018,Alabama,Age,Age 45-64,22.2,Age 65 or older,9.7,2.3,1.63333333333333,South
2018,Alabama,Age,Age 65 or older,9.7,Age 18-24,13.2,0.7,0.5,South
2018,Alabama,Age,Age 65 or older,9.7,Age 25-44,24.9,0.4,0.5,South
2018,Alabama,Age,Age 65 or older,9.7,Age 45-64,22.2,0.4,0.5,South
2018,Alaska,Age,Age 18-24,16.9,Age 25-44,22.1,0.8,1,West
2018,Alaska,Age,Age 18-24,16.9,Age 45-64,19.4,0.9,1,West
2018,Alaska,Age,Age 18-24,16.9,Age 65 or older,12.8,1.3,1,West
2018,Alaska,Age,Age 25-44,22.1,Age 18-24,16.9,1.3,1.36666666666667,West
2018,Alaska,Age,Age 25-44,22.1,Age 45-64,19.4,1.1,1.36666666666667,West
2018,Alaska,Age,Age 25-44,22.1,Age 65 or older,12.8,1.7,1.36666666666667,West
2018,Alaska,Age,Age 45-64,19.4,Age 18-24,16.9,1.1,1.16666666666667,West
2018,Alaska,Age,Age 45-64,19.4,Age 25-44,22.1,0.9,1.16666666666667,West
2018,Alaska,Age,Age 45-64,19.4,Age 65 or older,12.8,1.5,1.16666666666667,West
2018,Alaska,Age,Age 65 or older,12.8,Age 18-24,16.9,0.8,0.7,West
2018,Alaska,Age,Age 65 or older,12.8,Age 25-44,22.1,0.6,0.7,West
2018,Alaska,Age,Age 65 or older,12.8,Age 45-64,19.4,0.7,0.7,West
2018,Arizona,Age,Age 18-24,8.6,Age 25-44,17.7,0.5,0.666666666666667,West
2018,Arizona,Age,Age 18-24,8.6,Age 45-64,16.3,0.5,0.666666666666667,West
2018,Arizona,Age,Age 18-24,8.6,Age 65 or older,8.6,1,0.666666666666667,West
2018,Arizona,Age,Age 25-44,17.7,Age 18-24,8.6,2.1,1.76666666666667,West
2018,Arizona,Age,Age 25-44,17.7,Age 45-64,16.3,1.1,1.76666666666667,West
2018,Arizona,Age,Age 25-44,17.7,Age 65 or older,8.6,2.1,1.76666666666667,West
2018,Arizona,Age,Age 45-64,16.3,Age 18-24,8.6,1.9,1.56666666666667,West
2018,Arizona,Age,Age 45-64,16.3,Age 25-44,17.7,0.9,1.56666666666667,West
2018,Arizona,Age,Age 45-64,16.3,Age 65 or older,8.6,1.9,1.56666666666667,West
2018,Arizona,Age,Age 65 or older,8.6,Age 18-24,8.6,1,0.666666666666667,West
2018,Arizona,Age,Age 65 or older,8.6,Age 25-44,17.7,0.5,0.666666666666667,West
2018,Arizona,Age,Age 65 or older,8.6,Age 45-64,16.3,0.5,0.666666666666667,West
2018,Arkansas,Age,Age 18-24,16.4,Age 25-44,30.4,0.5,0.9,South
2018,Arkansas,Age,Age 18-24,16.4,Age 45-64,26.1,0.6,0.9,South
2018,Arkansas,Age,Age 18-24,16.4,Age 65 or older,10.1,1.6,0.9,South
2018,Arkansas,Age,Age 25-44,30.4,Age 18-24,16.4,1.9,2.03333333333333,South
2018,Arkansas,Age,Age 25-44,30.4,Age 45-64,26.1,1.2,2.03333333333333,South
2018,Arkansas,Age,Age 25-44,30.4,Age 65 or older,10.1,3,2.03333333333333,South
